city,name,latitude,longitude,stars,state,address,wifi,restaurantsdelivery,restaurantsgoodforgroups,restaurantspricerange,businessparking,business_id,postal_code,review_count
Clearwater,Chili's,28.0083717497,-82.7298703264,3,FL,25987 US Hwy 19 N,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",ILLu-1LRxTRfLpV43GDmOQ,33763,75
Philadelphia,SOMO SoPhi,39.9111895,-75.1701,3,PA,3101 S 13th St,u'free',None,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",L0cREFNSrDZbozJYWwn5_A,19148,56
Saint Louis,IHOP,38.50518,-90.32753,2,MO,4103 Lemay Ferry Rd,u'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",JVI5tY_EcHlIFJkX5SlLVA,63129,72
New Orleans,Frey Smoked Meat,29.9775386,-90.1000152,3.5,LA,"4141 Bienville St, Ste 110",u'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",aIVk0IEUj7rPaAMeAmBSGg,70119,381
Mount Laurel,Chili's,39.923307,-74.9517928,2.5,NJ,4162 Church Rd,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",nSptExAJO8atirMyZbBh1g,08054,77
Harahan,Caffe Latte Da!,29.9630106,-90.2039895,3.5,LA,"5860 Citrus Blvd, Ste A",u'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",9hUAOvJlS49CJyRWsx22fA,70123,142
Nashville,Crow's Nest,36.104611,-86.8186965,3.5,TN,2221 Bandywood Dr,u'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}",a-1d7gNKRY9UwL7VLt-jmA,37215,137
Philadelphia,Sawtown Tavern,40.0278013385,-75.0383652002,4,PA,4717-19 Princeton Ave,'free',False,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",sgDw5vVkx7HLRoIdyO8OLw,19135,11
Chalmette,Desi Romano's Sports Bar & Grill,29.9557751,-89.9566812,4,LA,3809 Paris Rd,'no',False,True,2,"{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}",fiEdmEXFRO59-OT4ZBUoIw,70043,48
Salem,Ella's Mama Mia's Family Restaurant & Pizza,39.562067,-75.457185,4,NJ,449 E Broadway,u'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",GYqhhUs9ELDAQO8Jjy7JTw,08079,21
Tucson,Breeze Patio Bar and Grill,32.2361357308,-110.852866038,3.5,AZ,6555 E Speedway Blvd,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",WY9oXOsoHwRW_Hmp-5RW0A,85710,28
Saint Charles,The Lost Whiskey,38.7820652,-90.4805963,3,MO,142 N Main St,u'free',True,NA,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",MC2qtLks1oVtzUcxemqCjA,63301,9
Philadelphia,Devil's Den,39.9358085,-75.1620574,3.5,PA,1148 S 11th St,'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",Y7EalRsCafsApK5DcL_mTg,19147,455
Philadelphia,Callahan's Grille,39.9460707,-75.1837898,4,PA,2615 South St,NA,False,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",TwKeUEsAjJz-pTHTg14agw,19146,35
Madeira Beach,Mario's Ristorante,27.8006344,-82.7999667,4.5,FL,"14995 Gulf Blvd, Ste H",u'no',False,False,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",E9fIBKUaaQVMu4bl4tTuwg,33708,200
Saint Louis,Buffalo Wild Wings,38.503765,-90.333942,2.5,MO,570 South County Center Way,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",4-f8CCdf-rEXXSaQXM6d8Q,63129,87
Old Hickory,Hardee's,36.2562093804,-86.6551776675,2.5,TN,1436 Robinson Rd,u'no',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",0U_OKGqqh4Zso95bevQqFQ,37138,20
Avon,Loose Caboose,39.75972,-86.434351,4,IN,5250 E US Hwy 36,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",0aUi6gucHk4EJM5cTbJNVA,46123,13
New Orleans,Nice Guys Bar and Grill,29.960006,-90.113653,3.5,LA,7910 Earhart Blvd,u'free',None,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",AZJpX5slpbZUTU9INbwu0g,70125,109
Wilmington,Arby's,39.808065,-75.549419,3.5,DE,4000 Concord Pike,'free',True,False,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",lNi997C0gpQMlKW4LIIdrg,19803,14
Hermitage,The Rusty Nail Bar,36.1861124072,-86.6082920503,3,TN,4054 Andrew Jackson Way,'free',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",9zSVzQQ5-8E6Z2N_OzZ0eQ,37076,29
Indianapolis,1913 Restaurant,39.7638998,-86.1595572,3.5,IN,40 W Jackson Pl,u'free',False,True,2,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}",sOi4BjvBZHX40f72XukcVg,46225,36
St. Petersburg,WingHouse Bar & Grill,27.8314886,-82.6383493,3,FL,6445 4th St N,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",lHX6wIxYdA5cM8drlmdvfQ,33702,75
Philadelphia,Mui Chung,39.9367681,-75.1665655,3,PA,1133 S Broad St,NA,False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",bOPsxcRSEkxDHW9TYTEITQ,19147,17
Essington,JD McGillicuddy's,39.8623079,-75.2982925,4,PA,211 E 2nd St,u'free',True,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",5hDmb5miEAhQ9JcgZnVzWQ,19029,38
Boise,Bardenay Restaurant & Distillery - Boise,43.6140706774,-116.2023421733,4,ID,610 W Grove St,u'free',None,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",7GSOAWAlmIvKdbAVFBL_Cw,83702,553
Tucson,Baggin's Gourmet Sandwiches,32.2207390357,-110.8762700551,4,AZ,"5420 E Broadway Blvd, Ste 260",u'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",gMlR5k7ihQLqR4PRCIG94A,85711,110
Saint Louis,The Agrarian,38.642699,-90.249653,4,MO,360 N Boyle,NA,False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",rEY-9LHk6V25ikd-EIdmog,63108,9
Edmonton,Hudsons Canadian Tap House,53.5466113,-113.5152037,3,AB,11248 104 Avenue NW,'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",5te2MO4PYzZkcRFX0DJyFQ,T5K 2X4,36
Tampa,Studio Movie Grill,28.05694,-82.4345,2.5,FL,12332 University Mall Ct,'no',True,True,2,"{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}",_12864iQDcnAs317NlF0hQ,33612,265
Indianapolis,Slippery Noodle Inn,39.7616203,-86.1586827,3.5,IN,372 S Meridian St,u'free',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",F5hMvrCBhqpHX74D2FgZCg,46225,323
Brandon,First Watch,27.922699,-82.32238,4,FL,11305 Causeway Blvd,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",c4T4fWfNdnlyOgBN0a5JFA,33511,243
Indianapolis,Steak ’n Shake,39.7465454558,-86.2692631676,2.5,IN,6243 W Washington St,'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",VVXFMRT_8E1d3xk_GG24dw,46241,48
Logan Township,Sam's Cafe Grill,39.759598,-75.3557966,3.5,NJ,"525 Beckett Rd, Ste 13 & 14",u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",4MiYEI_-zKyCXNlElbhC0g,08085,5
Tucson,Bob Dobbs,32.2281048,-110.935187,3.5,AZ,2501 E 6th St,u'free',True,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",z0RrXXMvLyncxFmtxegK1Q,85716,124
Nashville,Kitchen Cabinet Cafe,36.2150411,-86.6130422,3,TN,4580 Rachel S Ln,NA,True,True,2,NA,2XlnquSnBb1ayfsw3Lk71g,37076,9
Philadelphia,Tk Homestyle cooking,39.9930909,-75.1192257,4,PA,2927 Kensington Ave,u'free',True,NA,NA,NA,rf0jA1JNEBenyjvJhgr08Q,19134,7
Scott Air Force Base,Shannon's Kitchen Company,38.5477507828,-89.8702076753,4.5,IL,817 Seibert Rd,u'no',True,False,None,NA,5PnvclTGcdVDMGh6oSvhdg,62225,6
Clearwater,Bascom's Chop House,27.8946067,-82.6838316817,4,FL,3665 Ulmerton Rd,u'free',True,True,3,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",E3Qk7xTznkT0SABL2ltpHA,33762,605
Hendersonville,Cooking 101,36.3251108,-86.5954672,4,TN,"112 Saundersville Rd, Unit C-300",NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",d4Q8-sZzIU3DMHwE_8ClZg,37075,5
Plainfield,Bob Evans,39.6739102529,-86.3700156,2.5,IN,6102 Cambridge Way,u'no',True,True,1,NA,ZamcoxNtToUXvMvwF5Yk2w,46168,31
Philadelphia,Maggie's Waterfront Cafe,40.0434234376,-74.9895148466,3.5,PA,9242 N Delaware Ave,'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",7M4acncueqDznH9AwgPjeg,19114,221
Newark,Fuddruckers,39.6879068,-75.6538116,3.5,DE,40 Geoffrey Dr,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Z4S1pssoLucE1DT7aervXQ,19713,75
Nashville,O'Charley's,36.1293735729,-86.6703125973,2.5,TN,"1 Terminal Dr, Concourse C, Nashville International Airport",'free',False,True,2,"{'garage': None, 'street': False, 'validated': False, 'lot': None, 'valet': False}",CPDaHi2bSPYWLBOSDGY7qw,37214,213
Edmonton,Montana's BBQ & Bar,53.4762119,-113.494882,2,AB,10330 G A Macdonald Ave Nw,u'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",-iOgafQZPQAiLJZwegPseQ,T6J 6R7,24
Philadelphia,3rd Street Cafe,39.9583181,-75.1449099,4.5,PA,444 N 3rd St,NA,False,True,2,NA,i1VMkj7p-JzVcrUEYtnupQ,19123,5
Philadelphia,Moshulu,39.942335482,-75.1413081,3.5,PA,401 S Columbus Blvd,u'free',True,True,3,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",AmI3LIUNwsi4023hOVGu3w,19106,874
Tucson,First Watch,32.29775,-110.9796853,4,AZ,5055 N Oracle Rd,'free',True,True,2,"{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}",L-wv-QK9VoUZX6zUcJwSSw,85704,274
Spring Hill,Thousand Island Cafe,28.4820668937,-82.6070332194,3.5,FL,3438 Commercial Way,'no',False,True,1,"{u'valet': False, u'garage': None, u'street': False, u'lot': True, u'validated': False}",FvvlLwlLrMXx7ScfKdx3MA,34606,50
Carmel,106th Street Grill,39.9397513,-86.2346506,2.5,IN,"4335 W 106th St, Ste 1300",NA,False,False,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Xc3vxBQ7_eVwoFE7p4uSHw,46032,8
Tucson,Fuddruckers,32.235562,-110.861643,3,AZ,6118 East Speedway Blvd,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",mwhnPkUD4fsitu8vk3Y6CA,85712,106
Sparks,Jack's Cafe,39.5354668,-119.7736902,4,NV,2200 Victorian Ave,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",JXhIz744GI7U_ereD9Nf8g,89431,281
North Redington Beach,Kala' Bites & Brews,27.8191754,-82.8252257,5,FL,17100 Gulf Blvd,u'free',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",IjulL_5PvUyJJyIHNQtu-w,33708,6
Tampa,Denny's,28.0550360028,-82.4403735995,1.5,FL,1700 E Fowler Ave,'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",o1ttgSZr3KXIJh8RDqnaNg,33612,51
Hendersonville,Safari's Brick Oven & Grill,36.309478,-86.6035854,3.5,TN,230 E Main St,NA,True,True,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",ohTz7lyihPtBgIpGbDkX1w,37075,76
Clearwater,Pete & Shorty's Tavern,27.96085,-82.720562,3.5,FL,2820 Gulf To Bay Blvd,'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NnlXgLZ93KPj1wYSiqjyIg,33759,234
Brentwood,Firebirds Wood Fired Grill,36.0408597699,-86.7695054291,4,TN,700 Old Hickory Blvd,'free',True,True,2,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",9_b6-A_Fj3KCrctVyraAFA,37027,327
New Orleans,Powdered Sugar,29.954944674,-90.0701819346,4,LA,800 Iberville St,'free',True,True,2,"{u'valet': False, u'garage': None, u'street': None, u'lot': False, u'validated': None}",FNsMxoaTa-HCbAxP0Baj9Q,70112,58
Nashville,Delta 61,36.170503,-86.788455,4.5,TN,900 Rosa Parks Blvd,u'no',None,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",R36o1SecB5htL2hV-CvPPg,37208,37
Tucson,Bumsted's,32.23456,-110.9720392,4.5,AZ,1003 N Stone Ave,NA,True,NA,NA,NA,7REv2fN0pqJISIzGgAW3dg,85705,43
Fairview Heights,Red Robin Gourmet Burgers and Brews,38.593248,-89.9841871,3.5,IL,6500 N Illinois St,u'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",6O-tfW_X05KbYfF3sDRPIQ,62208,100
Boise,Sunrise Cafe,43.6189269259,-116.2655951455,3.5,ID,6767 W Fairview Ave,'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",5HehleKDOZFEr8pcCG8ZBw,83704,35
Saint Louis,Tom's Bar & Grill,38.639387,-90.262068,3.5,MO,20 S Euclid Ave,'free',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",lTNknj73Idb-dSlrDJ6qjw,63108,164
Summerland,Summerland Beach Cafe,34.4219409,-119.6002318,4,CA,2294 Lillie Ave,u'free',None,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",FdoqtMadj4ybDAL7S-yUBQ,93067,663
Saint Louis,The Boardwalk Cafe,38.5908453708,-90.3396156425,3.5,MO,600 E Lockwood Ave,u'no',False,False,1,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",JkBiCY04rSSAa7qrawqUsg,63119,165
Indianapolis,Panera Bread,39.6654978666,-86.0768605888,3,IN,5335 E Southport Rd,u'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",4VyNWp0bMaD_i_QdKQH0fg,46237,67
Tucson,Outlaw Saloon,32.2796600925,-110.9932419285,4.5,AZ,1302 W Roger Rd,u'no',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",ZVlSFGoacedJIPGzlZvy6A,85705,14
Tampa,Hooch and Hive,27.9501585306,-82.4695999548,4,FL,1001 W Cass St,u'free',True,True,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",MLHZ9MOx1NlIqTOkeWKipA,33606,57
Antioch,Logan's Roadhouse,36.048959,-86.650855,2.5,TN,5300 Hickory Hollow Ln,'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",nCT64ZImq3KCuUatn8jHUw,37013,67
Nashville,Smokin Thighs - Wedgewood,36.1331647,-86.7699562,4,TN,611 Wedgewood Ave,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",zwGzwkVeYXE-tRisb8if7A,37203,544
Marrero,Dimartinos Famous New Orleans,29.8931346442,-90.1216546325,4,LA,6641 Westbank Expy,NA,False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",WvWorKnNnMfnyc2HJeKvRw,70072,34
Indianapolis,Harry C's Craft House,39.6928144,-86.1089722,3.5,IN,5055 S Dearborn St,NA,False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",8q15BxlJdPZBwCDfj8c7bA,46227,16
Saint Petersburg,Hoppy's Corned Beef Corner,27.8086551,-82.7539144,3.5,FL,4040 Park St N,u'no',False,False,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",hzzgjLwxRw1jld4xH_Q7BQ,33709,21
St. Petersburg,Milano's Pizza & Central Deli,27.7711466,-82.6428007,2,FL,660 Central Ave,NA,True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",0171xkyBr0rxKRGVIBGmeQ,33701,10
Largo,Barb's Wooden Spoon,27.8951191,-82.7644367,4,FL,9033 Ulmerton Rd,u'free',True,False,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",D_wIRGE2PHAQGQCggrtfPw,33771,23
Nashville,Throwbacks Bar & Grill,36.076342,-86.9221913,3.5,TN,142 Belle Forest Cir,NA,NA,NA,NA,NA,d_aKMAzEgqLw0c9w-_IYcw,37221,6
Indianapolis,TURF,39.9045441,-86.0561069,5,IN,"8155 Castleway Ct W, Ste C",u'no',True,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",9M_lsr1093yifMKsXjQQzg,46250,46
Clayton,J. McGraughs Bar & Grill,38.653474,-90.3478913,4,MO,8405 Maryland Ave,u'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",rTALf5ZKCsc8CDDxt_cn_A,63105,45
Nashville,Fido,36.136344,-86.800672,4,TN,1812 21st Ave S,u'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",ReX09lhufLTAx19krkltDA,37212,1260
Sparks,Joe Bob's Chicken Joint,39.5423664413,-119.7344902911,3,NV,"670 E Prater Way, Ste 101",u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",r2YRyz3zTrJpyw2h0nrxiw,89431,131
Metairie,Frostop,29.982225,-90.18031,3.5,LA,810 Clearview Pkwy,'free',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",SIpQr5knFb3i9F1-ykT_DA,70001,40
Nashville,Bottle Cap,36.1260587,-86.7895852,4.5,TN,2403 12th Ave S,NA,True,NA,NA,NA,PoaNRg8e1QpLehz4Cocebw,37204,27
Reno,Amendment 21 Grill & Sports Bar,39.5209392,-119.8106646,3.5,NV,425 S Virginia St,NA,False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",oMHACnayPlq-COk8aqtj-w,89502,9
Tucson,Truland Burgers & Greens,32.3396251416,-110.9765378013,4,AZ,7332 N Oracle,u'free',None,True,2,"{u'valet': False, u'garage': False, u'street': False, u'lot': None, u'validated': False}",LF8AY2hrISeZ-YWxgu1fAg,85704,392
Brandon,Corner Bakery Cafe,27.9397146117,-82.3223542321,3.5,FL,2326 W Brandon Blvd,u'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",EkGrpiN5gN6TaSfVQ0ggvA,33511,203
Saint Louis,Budweiser Brew House,38.6237065,-90.1918757,3,MO,"601 Clark Ave, Ste 101",'free',False,True,2,"{'garage': True, 'street': None, 'validated': False, 'lot': True, 'valet': False}",NiX_nc8pf8vClgqzjpmLTw,63102,229
Greenwood,The Suds Drive In,39.6113098,-86.1108819,3.5,IN,350 Market Plz,'no',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",N87nH8OQpqNR6D78mw4k-g,46142,12
Nashville,Hattie B's Hot Chicken - Nashville West,36.1516259,-86.850757,4.5,TN,5209 Charlotte Pk,u'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",16tjKOvMw_nOgNViq2LwOQ,37209,1334
Philadelphia,Popeyes Louisiana Kitchen,40.0478979468,-75.0584631691,2,PA,2311 Cottman Ave,NA,True,NA,1,NA,QMSevKu2-czkn3KjkvQOsw,19149,12
Saint Petersburg,The Avenue DTSP,27.770057,-82.637674,3.5,FL,330 1st Ave S,'free',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",ObHsdZKeFSvoPJT8D0r1yA,33701,734
Fenton,Frederick's Pub & Grill,38.531804,-90.496114,3.5,MO,1005 Majestic Dr,'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",ZNCLp9qBG2VN96MAjRmJ2Q,63026,19
Nashville,222: A Southern Eatery,36.1583338,-86.7762664,4,TN,222 Rep. John Lewis Way S,u'free',True,False,2,"{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}",Agdp78S4SJ2g1huOx1N1Qg,37203,22
Skippack,Justin's Carriage House,40.223063,-75.397279,2.5,PA,3911 Skippack Pike,u'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",9BElHCdGOAT2jyXXArTytg,19474,95
Shiloh,Applebee's Grill + Bar,38.571822,-89.928524,2.5,IL,4300 Green Mount Crossing Dr,'free',True,True,2,"{'garage': False, 'street': False, 'validated': None, 'lot': True, 'valet': False}",y1htpGz1bd7PF7IUKZ42HA,62269,41
Tampa,Sacred Pepper,28.0921058107,-82.5018056153,4,FL,15405 N Dale Mabry Hwy,u'no',True,True,3,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",j4KA-BujEH7xmG6bD5E-gQ,33618,548
Tucson,First Watch,32.163475,-110.9869804,4.5,AZ,"1080 W Irvington Rd, Ste 180",u'free',True,True,2,"{u'valet': False, u'garage': None, u'street': None, u'lot': False, u'validated': False}",CUOI4QSzNgAFj8lnn7ZSeQ,85714,45
New Orleans,University Of New Orleans Cafeteria,30.0269839,-90.0678313,3,LA,2000 Lakeshore Dr,NA,True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",eObo_Ox6xQkTAQadT6i_1w,70122,8
New Port Richey,Central Park Family Restaurant,28.2176518,-82.6873044,4,FL,7657 State Rd 54,'no',None,True,1,"{u'valet': False, u'garage': False, u'street': False, u'lot': None, u'validated': False}",3gXgILE2YWVidJDvVWBT6Q,34653,196
O'Fallon,Horseshoe Restaurant & Lounge,38.5929491583,-89.935002749,4,IL,950 Talon Dr,u'no',False,True,1,"{'garage': None, 'street': None, 'validated': None, 'lot': True, 'valet': False}",O97yGYrl77VQ4CCNhaZnlw,62269,36
Franklin,The Grilled Cheeserie,35.9250722,-86.8698441,3.5,TN,334 Main St,u'free',True,NA,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",Zn-kofRoT97u1XcntgLv2Q,37064,65
New Orleans,JB's Fuel Dock,30.0238812,-90.1148646,4,LA,126 S Roadway St,u'no',True,NA,NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",hVS67L6bYtNZyuvqDX2O6w,70124,53
Newtown,Applebee's Grill + Bar,40.2358703476,-74.9463180939,3,PA,2 West Rd,'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",JBtEFotg7cKcbZZQsysJ_Q,18940,44
Carversville,The Carversville Kitchen,40.3868964,-75.0625292,4.5,PA,6208 Fleecy Dale Rd,'free',False,False,2,"{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}",GqPq9wiLefVLmUzVU-Nahw,18913,35
CLEARWATER,IHOP,28.04707,-82.73906,3,FL,30200 US Highway 19 N,'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",vQrmnpZfqfMdQ3c4hmGbdQ,33761,63
Reno,The DeLuxe,39.5261453,-119.815471,4.5,NV,148 W St A8,u'free',True,True,2,"{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}",cFiQCavspCuUI1xBXuAQ0A,89501,138
Philadelphia,The Cheesecake Factory,39.9491039,-75.1658813,3,PA,1430 Walnut St,'no',True,True,3,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",V8we7-uCa-SouadZmZ9Ieg,19102,381
Philadelphia,Michael's Cafe,39.9294078,-75.1638775,3.5,PA,1623 E Passyunk Ave,NA,False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",WUdM4vFgbetmu64_HfqStQ,19148,6
Wesley Chapel,Burger Monger,28.1823982203,-82.3528912476,3.5,FL,1656 Bruce B Downs Blvd,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",DJYWYpHtknjb4W0NTs42xg,33543,233
Eagle,Blue Toro,43.6888591488,-116.354752781,3.5,ID,"600 S Rivershore Ln, Ste 170",u'free',True,NA,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",m6Vh91eon5-9qP2D34irWQ,83616,43
Crestwood,Malone's Grill & Pub,38.5635316,-90.3635571,4,MO,8742 Watson Rd,u'no',None,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",gu1XBRHx0v4PvFKcEYX65Q,63119,44
Spring Hill,Red Lobster,28.46632,-82.621408,2.5,FL,2328 Commercial Way,u'free',True,True,2,"{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': True}",LfOokcaU_l_CpnVRbyp2xQ,34606,65
Indianapolis,Culver's,39.8825340271,-86.2453994751,3,IN,5020 W 71st St,u'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",jLm-ZaYxqmuplPxm3swlSw,46268,57
Cornwells Heights,Friendly's,40.138641245,-74.95382,2.5,PA,106 Neshaminy Mall,'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Qe754CEFSvHiMHw1WGp1lg,19020,10
Tucson,Create Cafe & Catering,32.2648159,-110.8930879,4,AZ,4660 E Camp Lowell Dr,u'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",ThJFoQ0Bn05UrxUnjKMryA,85712,43
Wilmington,IHOP,39.78814,-75.54555,3,DE,2001 Concord Pike,'no',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",WroosnY3U0t_Lg1U_3s8AQ,19803,60
Fishers,Texas Roadhouse,39.975525,-86.00299,3.5,IN,12950 Publishers Dr,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",-qtgI1xDDSqxtTtPn3ERHw,46038,158
Reno,Denny's,39.5358835624,-119.8028101068,2.5,NV,680 N Wells Ave,'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Vp7D9jxjqPhaNfYc5Xxpng,89512,109
