business_id,checkin_count
GnRaQ2JtQPuyEajs-i5Pmg,111
GnUtqYfAGI6yHDkB3_y_TA,87
Go7N00VYibqU0mumsh1Aiw,33
Gn_e8TJFSMcV1rzklJ9gLA,171
GnaK02osEcOO9G16XIRZDg,625
Gnn3GHyNiMHk4A7FiGgrOA,429
GrsFMEYd3d0UWYo7WpxTPw,11
GsAZZE7i0qMVCcRcpKBQHg,670
GsT488GHjNdw6jA2f3QKqw,675
Guz2_vc7q9Z1jrP8xmjpig,9
GvLJDYT797K2utTSH-ZpKw,170
Gw1MhtcCnPerFPSpI_6I5g,82
GwdjIvdOUUZav6eKrAL0ZQ,19
GwKila2gkEAmYadVFvazNw,76
GyvtAyCurqFGovXp-tAgsQ,44
GzPKlUVBrxn6zSbEn_3Pow,8
GzVIYOgIB08dUj6k502XHw,24
GzmRiE7lAmDPIVRLLtkhng,189
H-7jCwGugPs_yYM_wX6dDg,25
H-BhE_cFhUkhwWtmUL2w5A,53
H0WR6GRX9S1o-S4szplQ0Q,46
H2HZ5Rz01L2xLzjJR8sQ-g,55
H2jXjqiq7MkhZHg8H6nc1Q,93
I2_0af3Gu4SyAq4Qdz5cFg,354
H4i4oZSHwt9Y6-EUFhVKbg,124
H5XxuaMbwFeJ8pj4R7HXFw,2
H9sugQg2PyDvtqW_vIVm8A,75
HDkjdWPwMX9d2G-5QYUq0Q,617
HDnaNdHEZpQMYXo-ZHHG9g,812
HGugYkBbfg5nZvDlo87wvg,18
HH9x7WcNQR3cnwkHo_YL0w,941
HI90gPApLuPdEhoyNuEhow,340
HI9RLpYxQa3IcVZ2wVvJzQ,4
HLeb5lATEQmqW3VrYTdVig,41
HLh0we-7JQ322p6a7z5hAA,406
HMFdn_aA3ASTKWqme7aMpQ,109
HMQ1HMB6r__ol7tSaiNvfg,174
HOqSG9ny_HyLVolZGh62fg,345
HPND39e32i6OpTst9N2vtA,35
HP5nQhKlKUW4WMg-lieQRg,158
HPnDSFe5IsFGgO56ypbteQ,115
HPqTJ_yF2ZJw87yHWnSzSg,1486
HUILg26pyUfNLgZMNoUcrQ,118
HUL-3j50kvnKvVBX_oHGEQ,562
HUZV9OAtqj0sGBo4g3ZxBQ,678
HUfoljaD3iVbHdQlBAsV4Q,214
HUhlFVMjZOgj1-N0JmCo-g,458
HfAdvyxGLpAnv6w0qSCfiA,136
HfF7-FTRi0NXQzh_gpQ3oA,314
HfUHovtSl2Mf6qj74J11-w,95
Hfv00bSvms_YLkJyQ5aC1w,5
HhD8DLES5ZeULKDXmfkOOg,1421
HhPmkuHR5rFdlXPBbQVW4w,106
HhTRD_PScoTNoJ3iiGtG-Q,313
Hr_zdqPZ9VkGjKNv4UIQRg,735
Hrc3ZSMRw2arQHaDUo61MA,266
HrnqNg-thxOEffNFo-hufw,404
B488fOdx1eO0vWF8D0WcQw,149
B4GSKwbA6Trut7sllL5Bsg,60
B4QPxY5mZzkZhTyBGCPQQQ,687
B4TDjoUs9zAhNKErLsHkxw,1
B73uHrYlkCNOIS6JwGBqYg,117
B7GxqHvtjoYR4hyNAUinow,177
B7WQ7wjnkJmdXgbGs4NQtA,107
BAJbMAVZHBRmy24JXq4ZWg,46
BFyfkA4u8tmSIvoZmEN00Q,82
BGVE8k_zp_duyW-Ij7pTdg,21
BH9mTxgmNCdzoeTDGwcMJA,15
BHTpjNMdeja_cg9pRnRBOA,796
BK8NZlJtgsKnh_L_mTRc6Q,37
BKru3jwrt_01kfbocCU1Bw,68
NjSLlXCI9s_I2yCgPLBb0A,339
BOdfIwPcvZ2V9vsOXCVgfA,226
BOe7rUI8NicB2g5M7tGxZw,6
BOjpe0u5u_cm9SWMS2KLFg,1173
BV00Q5bw1pHcBY2zHyMMyA,6
BVL4DYFXEXD_R3-N8rh1uQ,89
BVNO7y66gBb82RwZVj74HQ,188
BVOSoHRijnDTgxdgzrCFrw,220
BY-du320SIHBR9MYUrZSZg,942
BYLlM7-Lu1mqHmlmBnPtJQ,16
BYuiZPNQ_i67VXl5b9BBSQ,585
BZ0mJ2qhAGwOvjsTbSIuTg,114
BZI1iQtX76YEwLyuL9zgKQ,190
BdSyGKYZmh-hg1qCASJI8A,180
BfsWnuF3fm4g1fM9NdVi0w,314
BgFNEv82LTITXahqY38ZrQ,347
BgJd7ouZ5er-DaomJsn7tA,7
BgQOm2TuoF1UmD4e7BOUjA,837
BksHQcG8gWLIm73KeS5xHg,12
Bn0RQdRU9hDpKVJT6f7OXA,45
BnCIeAG3jiupVxUaW-N7eA,6
BpGINX2Nx5grb_J8Tc6Rig,58
BpPupjjD_32EEUBnMBFyWQ,115
BpWDokvNxKeZ7xDsh5cKOw,38
BpclGlAsyvESEmCmb0B1Dw,130
Bpl9MvYTiXyZy6IRlMQK_Q,38
BqFRVA9sH3NtsQsG0nY-Dw,45
BsHE4GjG--eJeF4dcIsLGg,26
BsW3-SdZ0X7NYnb-EwwXzg,237
BseHdXex5Od2Or_TyUIoWQ,10
Bt1kg3Whr5EG6nsp1oC4Pw,38
BtcY6Oa5ogAmQmABKTPyiw,22
BuFe2guP_N_0g6bBGn5mOg,59
BuOd9tDNs7_LdnA21oNSAw,212
Bv1eO5cFOGO2SEUzBXNb-w,149
Byul1JRl45pjFnKQrhC_WQ,456
ByypEk6Cnz99TYLgaj5Adg,154
BzNXX2Qpe6pN8mHHg1t5Cw,357
C0gEHqHDZbSvGpHUYytGRw,264
C1rcsEknUcuA-qTQagdTBw,270
C4DVqnwJzFfAAnt5NliZ4Q,1
C4alYKA7QUKmP7diWP1M2A,44
C4mWzmxdWDtYR0tFRVGOPA,567
C5XdxHdAtCduFZm5l0N4FQ,170
C5nrwVSF4eef4aLqclDQPw,139
CBDzS_gMn_-jO3_4XXVYeA,24
CBVr3pi38wKweXVScurtVQ,347
CBWODXrTMags0hD2-MOBew,130
CBvoOXl2cmQFg9AJ9mhZ7Q,6
CEFUpKyGrBJyBs0jrwvngw,18
CEsFAZp1pBf3sicoZa9AYw,34
CEtW6hZfqqd888WFdxv2lw,33
CHSBxTwdPoedce_wC9Z40A,159
CIy5YA8iphBQbJPf2v1FSQ,830
CJCnOLSFgOuWjK5jeWqlJw,361
CMOQNufxczaYp1dtxXC8Kw,993
CMx6lnYGgWLJ-EB6m0uYtw,24
CS_GzUYlEPa6QHTRY224wQ,276
CSkIucODjUoGRxiIONcSgg,3
CUxSddlUbqKiEiwFbHKwLQ,31
CV9C-Xr6w8TCk9OBPEsRmA,6
CVlc8vHQxca5BP0U0zorjQ,161
C_EtrXTygRX5RTUOKtO6Dg,798
C_X8oMrpm4yyeDpvBVCdvg,93
CaAL6wM1-K2tTE860Ed_pg,19
CaXoVgnTfQznEN3vToZbUQ,63
CfW7Noz2kCUsBTQBN3k1pw,118
CfhUq_tF9j6N4d34y0SU_A,117
CjaLZOk0XnBASGxOaMWJrA,22
CjkxTRergWcYWb4SVW3gxw,91
Cmfs_i-FtaR6O1C07OEcOg,90
Co47eJ287hxR-9iqhnswcw,42
CoQ3IXOdsMF_sp6bx3K6Sw,50
CuvEvIkPvYVvVvsWDW4T4Q,40
Cv7kCz-tMjPNvk-ke2evjA,280
CvwsgYSbjVN3F4AGs04llw,50
CwL56LgcMz7Bvi4xODHVSw,216
Cx01sqUSyXEAnYRMiplYdA,57
Czrf2tvoWp2BhODMnaimxg,60
D1-3VGz7lq0I7ibvTvaUxw,561
D4Uw7MZVGd4QLZF_dxk-Pw,1537
D4XMyX72WYQ2nEwGQDqR7g,279
DErTmc_i-vKq7EJ_CFCSow,41
DEvzu8OF9hw0QbINP65yKw,320
DFc6sUqeT4iYwWsGnkwQ9g,24
DFymbOEhIpWVE_d6BnHFmw,507
DI4OK-UVHZqCwpCE8jX2ow,303
DIG_4Jkj7YxgK7vha3XO6A,185
DIIN2bbYQ2wqeVNdmuhcRA,19
DJJtybSWY0BygESsSrabqg,654
DJYWYpHtknjb4W0NTs42xg,490
DNvMHI_X3PEi9vTmMHO0Yg,167
DNxnKgOfpoV7nuxXSTAiyg,112
DO3dFuJ_jONhSlNJ0pJOfg,56
DPNLK0Imn8Cf4D0_HyGbLg,133
DRFYfzBf-WzQUjN0eUo1HA,166
DRSShquDMm8GU8ChQHencQ,9
DRtI59XyJHpolvr2WX8J2Q,89
DSBpEOrzxdnV8kuNrNK-bw,193
DSMXGF5_clFdU5j_vljOxg,1
DSkpda2eBvPbTcwT3m4cUQ,5
DUeRtOjJ9hR4I_o8CW7LMg,29
DUfI_iaSWzHJecLJ-rxLYQ,202
DUn-V3XYMeSTxwEELMn7Tg,51
DV08ZJKq_hPS_6Q8GKt0pg,4
DV0BJwh9qzPqcxufrA_7ag,41
DV4NwHf8Bt6y1ucG0bSNpQ,104
DV5sZsmpNw84Z_Fio5oUlw,9
DVQjaS72kFLo1nmOjeQ4Tg,261
DW4ST1K1QWMangu5pUROSQ,37
D_lE51Tqc41pzcTedWTc5A,28
D_wIRGE2PHAQGQCggrtfPw,15
DaBATIXMTo3kqt00rCc9Tg,167
DaQ6YSXmoXQH1qYXNSR1hA,285
DaUPN1vbJEkkw_su4CbHEA,8
DadnCMDdFEct8m4rf5H9YA,6
Dc9UvOn_v9-BU9Rn6l4ejQ,921
Di3LKw_5zi4PTCIh0LdbEQ,776
DiHcWtzRgrAuOMEbAMwNag,183
Dit0eR73D7TuOCykMphupA,34
DnJhwMa-5nPCNkl0ddqscg,139
DnRwivzunXg1PkDtn3sICQ,9
DnSo3yO1c0LDvkEzzyvS3Q,86
Dnlg9XT7FlruWq7B-V88Cw,258
DoHkrJJVPffu924i6MLtcg,68
DoQ46rGW4qMWnkN39FvLEg,154
DpDdhCvjjmjUJxPleSbDhg,325
DuqAq7XvpakIWlHAk70aXg,37
Dv1SSVUWj1qmvAaSuRiCdg,293
E-dPp_IiqeeI5dFvkQg2PQ,111
E4hkSa4tQW2FYeiyxG7N0A,8
E5FcXykvHP9geCmhxv8szA,358
E5YB7NywtfmQ2_rpxtjmKQ,325
E9QzFNntGABauXJjii_Qyw,405
E9fIBKUaaQVMu4bl4tTuwg,99
EB56UJGZclhx9y5c7VMfFQ,857
EBcoC0ejSgK0xhPVGrJe0g,33
IRAPkCVEGXOdGTX5Uod5fw,305
EBkn2pPjEexIjKZoD4H3OQ,27
EBn3U4mpnIRLIy2lKuilRQ,247
EBzAvckbW4DSNtXVEN0b0Q,258
JIf1gHuAp_abYX7i1b2Y-w,515
EI-7c_Zpd9HhBiVywzkIBQ,61
EI-x2auko13oNtjz0dbiXw,40
EI4haJlHil9Yf_Nfds2Ucg,51
EIKbEHnsVg6dcsWopW4lkg,1177
EONd-1BeBm04FBLvWe6KMQ,31
EOQsMjsbd8DZ5-H-yuRmmg,16
EP9K6qXOyHFq_0tp93wh9Q,775
EROSyhoWNCUH53NrDrsHgQ,89
ETQKdyfkVjdGj62aS4dknA,45
EThry_KXmd_QZAyJgk531g,43
EUgqUqD5K4sp0zOMWYPmqw,34
EYw42-YsnMr0pbqM5YXRxw,1950
EZc2myE2mYk2h9JK9qu8gw,1353
EeRQEWqFDn0anRYWqspd_A,32
Ef1TmoDNhdW0WNlY21wsiw,201
EfdzCoq9JeNFIdUYFqtIlQ,28
Eg1k3utDrdi5qyzVbw9xyQ,171
EhPoBZIeHCfrFPl3Rqcg-Q,57
ElGUIKG1-4h40_7N9pAU4w,57
EmBa8UWYRwM_3hagkqwtIg,1296
EmJF-xSIOaEEOWcK8UOBqg,634
EmN6j5PKKUL7DkXnM267aQ,608
ErHo53ixLHUoXFsJcnb6yQ,25
ErW5P5HJy90GNzVNpR14HQ,12
Er_6k2pvoYmYMXqzLsh_oQ,11
EreYgrQPuR7Sk_FKeZZg9g,4019
ErtKjSitWDeR15w36xss9Q,98
F15aE52NtReplVtqxFHRqQ,58
F5gmUUyjkUFAfLl8bAomwQ,127
F5hMvrCBhqpHX74D2FgZCg,1126
F6AoDmZ3LVXKOMsWhjSqDw,81
F7J-Kc3fR0vdjcpN9TYLJw,58
FEBwxZMEpxRwVXx9Fm0XZw,2421
FEpHL55islEkxBHC5V_YfA,5
FFSj2K8vypiLoaPpi94pgA,17
FFUdNaVJ9cXNsTaDBz19JA,14
FcDV5Vv2NMzdPkxjh91_IA,163
FcKqZpor9OjdTfoWkaGXuA,43
Fg2xoXaYtXtCW2Cggb0I7A,26
FdoIc2GfFO35OzVVC4fi2w,342
FdoqtMadj4ybDAL7S-yUBQ,1465
FlWnK-_mlba2HNY_dQuSyA,99
Fm16G-I-rmO3g_KTKleteQ,508
FmCxht0z_8C2DeVvdZEK5w,78
KhBUg5QhBYuK8RZAe5gDMQ,1510
FmNJnhYMzPUaCjtqKwgB8Q,1
FmeoZuSHiV0eFrd5mF9DcQ,309
Fn31PTvK30eyiXWFPm0ziw,374
G-3364B-eVslDufNEpHAOQ,38
G0boNJD6u5XtkoAMY2-z1Q,23
G-pgJnU0_Dq60Y9PI2o-MQ,114
G1fQJ8k5U1gdX0vWODCZYA,167
G2_1Q5TnESlgdQDufHtqIw,221
G30yk7_dun4TMbRvtSTdoQ,30
G5jc1s3Nyp8vPIZ6D0cu1w,202
G6BsgXWHqddv-bGKS1NcyA,173
G6bkueZBowPPG5kygyRkLA,90
G6lbDeRY_ZpD7FS5dL3qJw,332
GC8ie0IBCv9hOAgpmQIqAw,65
GCCWrGIxEYXaeq1orbKbtA,435
GCPecqD-FJis5SxrqKwSZw,156
GCcabh95JCvcZkY4Qhelhw,6
GD3cy91V7-q7-BoZX-mxXA,2
GD6HqevOKTaqlBNp3_HVUg,39
GEL_vUHipc20TvmIRh-33Q,85
GF2FiITwWuCuka0xnAagQQ,812
GKi9B1w_3qazIURnJ6lW9w,92
GL5Jpi5mZra3Vyy2uy1uTA,20
GLIDO9WCvh0AOPfhA_t8vw,95
KrKQChZ1hwHHVaUK9Zc-Ag,506
GLTzQf72FSm9DGJ3bYqW3g,210
GM32vllI6tKA6Ksi5EKvwg,34
GMP7i0GnMVt9Xp0dnB2muw,11
GQvnYzhU9fFgky4eiQkKMg,113
GTUvFEipY0bNAjQzDgDk9w,4
GTVfnPsrtcLjCS3DxC1_qQ,168
GTXSk8QyD7N1Un-tzgPw4g,412
GTlGJH0lceTK0ICS5SLTlg,32
GWykf3nN8kiW-Nv3pIeKeg,21
GXFMD0Z4jEVZBCsbPf4CTQ,7848
GXJyNhIlZ0_Obeize1Oj7A,48
GtWSpGm3-si4ejOJu07dHg,936
Gu-8WeGWVs5qMVGjVgTA1A,221
GuWm89jGmuFmwnL0oy6wRw,172
Gx6VfCz3OTtcQYfsMucMGA,68
Gx7lY_Y-siF6jLrSMwCbZg,7
GxMPUSDqI0T6BxSsmplxNQ,33
GxlUXBXe-yw6B5Fqf8kgig,590
Gy6tBn6lrf4AN2Gr1I8Oyg,212
GyC36Pn0Q1-qHnqXys6yFg,512
GyK4jrKv5pnx0M7en9S3kg,73
GyrcbrfEXwpnDK-yepdF_w,31
H0eLQFT7e0U4ZAPURjASEw,44
H0kWw_oaUjFecf-ienPV2A,137
H0nX4N4N3AIDheuIcbVYkw,145
H1Azz4BpHYC8BlUAdMlfxw,744
H1G3cuYge5h_EgrisE-QaQ,886
H3Tmgv94pbGvBIKZ4Rs9Cw,475
H8RuOINwqUvULcxJBKoGNg,50
H8de_B9ASsVOX5a934jGAw,170
H96e2s__y-oodr_hkRUQNw,236
H9UGgigBkEm-ODFW9JjVQA,2
HF4Oh0KDTYo6xvf_JCoybQ,713
HFq60sdhRCUcauMDVy3Zdg,88
HIVBMiyukLyx_SbN54LGvA,24
HFzi6UElerU4iPGXLSbwPw,1270
HG65cexT3IPHm7j_LDQXgQ,507
HG7K0in4lGJa_LRHCqwvkg,279
HGW3R1b2wQCq_QzBXNmcIA,278
HGnhZBsEmvlKHsmmhcWleQ,259
HNV-1XtDJLX3ECoCpaQJLQ,83
HRZmsTNLtZRBbJUuWjzLTg,24
HSpOc3IrbXtEP3I18phh-w,96
HSv0Pe45yPAs6PgwlcTPcg,852
Hd89nnis2MPx9RHdqSE0Hg,5
HXcS80OxSKhciMJUrr_69g,2
HXr5gyzgz-UL1dspp5YsOA,40
HY-MXAqblxgRPkxfyhi_ig,391
HYYg3vvLz6YlhZRV6JxVEg,227
HYl30c046A20qNSWZhk-kA,73
HYyQlp8qFm94WbltyAdfqA,44
HZ5-n5dGn4a38U_JdR7ykg,108
HZDJl_MpCBz2_juU1BvDTw,194
HabjOG3X8V85QWkULx_vBA,1936
Hahm_3BosR5XoDVofrjslg,266
Hb09xY41jKoQoCvt4JK0Xg,472
HbKOf_lcUc35aesuiTg7mg,138
HbeyNbkMjbNtB8tRxqew_A,613
HoCO8CHjAPZWP4P2PoTcZg,122
HoVrq4vQoVNY0xSDYSgJiw,147
HoxAwFKunUzqscWtOnA9sg,1
Hp1nkc3c3Q7_8oKXFn0vbw,656
HpCfroIlobVBrkFs8943NA,38
HuT7BNQum5g_rbXjwZqs3Q,109
HurD0KDmuuHVNnh1lGb_OQ,10
Hxmr7w2ufU4wsFeU68HnMQ,30
HxqKo-FK8L_f_xPpBtebQQ,198
HsTAssMCw5N_f3fxsdVOnw,79
I1pRPU_OB8-gzgKOSl9zFg,66
I6h5LoGq2vSC1M-WGWF0Kw,84
I8qJja9Cz6PYjQNj3_pDRg,12
I7K4GgbFSUsgQsDn7cXihA,13
I7SkoqN88fpKagzKA059Fw,1212
I8DHKbMYQDkWyxGMmULlTQ,32
IG_oXaunPbnYIuHmeGBZ8g,65
IGxrAQcqw8Mr1x9WLXQsNA,1872
IHNKQZMZY8dmwsXKIvtz0g,205
IHYH0tWr7srRF8DkkQ3DKA,26
IICp7ui12lBrrcdP9xg28g,400
IOUEvn2Ybm0zJdvnTfP6kA,24
IOfvS3mpEM-xr4wdd3wEig,75
IP96qMCz4W2LgVD_UAJQsw,169
IQKaQmIp1mWlG5yKBEiANw,75
IRMY1SW5qsuhi8f1BnSRDg,366
IRga8K9nX--yTF6Dp-N89w,5
MCBk9I733G8goF7cBK8bVg,12
IUa0NkHVl4_jwOkNHQzSXg,53
IUx-QYV5pszE7gLky1JLhA,14
IVp41ioftsbtdA8OCxUmPQ,100
IXv-g1iK3Hwsnxp0vT8OgA,165
IYzBKfT_JolGL-MA4STQYA,257
IZJacI6XEUxy3_wbW76Qfw,583
IaIgyHK4q0Gc0Sc_-6Myrg,11
IbndcMURguByburM72o3SA,318
IbpTkANgK_6LgJ_DaS94YA,91
Ic7MAg8-DYOQTEJLVZkqPg,1
IcHzT580oL_ZhxbtV3etuA,42
IcRBDt_f1z45G0nFObvdPA,23
IcqvNEGpi94KcvpS_wUBRQ,1109
Id9lHOSiaIkIS-hHnQjWvw,9
IdFF45ev2i3jZU8UUOgYOg,221
IjjUbIP7plAbNVV8o337xQ,44
Ijm8QKl_WS9iR4gxe7EohA,242
IjulL_5PvUyJJyIHNQtu-w,9
Ik878rI6t1MCHf5wMKRwDw,73
IkQCv8yqdzD_VndrOd2p_w,1067
IkeqRpAUyxNUpVWtdS8UjQ,149
IkpVYzgnHjD7ztysy4E3fw,47
Iv8-bf_PC-wGn5alDpaABg,334
IvAa7PvfOYl0xRML5W3ebg,2692
IvaYjcuPXzgutKanTeHSRw,248
Ivwwz5uKDTQ8mnSr73RXig,22
Iw8uqNPxviwcgxtruAx_LA,3038
IwAjIgI74YVg23pZC4shMQ,31
IwX-BnGpGPwVRLo8Ugrpgg,38
J8sruBXIMooknVlToC2CEQ,153
J938AdRE5sjveY7gdE9eMg,63
JCFoc-tILAHIf-zqSatBdA,130
JCkixcqklK-AQNYIJdFCaA,210
JDlAROxypSaotY87cAkJNg,27
JEHLdDbFMS1tEMSgaKfJxA,352
JFmCwapBOvxLebW2qqlwPA,86
JGzk-iSXcVt-nV3def2k0A,120
JHhhnSp_4u_09ue_FU5A8Q,113
JLumGKzGu9kqGTdwYF41CA,1220
JSBN7e31b_K0aIg0BTjNdg,1131
JT42WVnP5XuaQqfdSqb5LQ,195
Q08nz8Y6VEDPyho_yJgimA,637
J_tY9oEreNMkm3aruficiA,40
JaJDxNxLsV4h_Nkt7HsMAA,7
Jah4XxGD-lL_IlN52U0t_w,71
JatuIx03NAAfBykG6VVJsQ,136
JdhXCnAG77iY6f0TLPaQ6A,289
JdhfX093Zm1GP_HUyhz4hA,83
JePYiCeKO3HWs1W62RIYZA,79
JenLzyNp71P2MpLAFq_G6g,91
JfbMRq4Wa_XMK9RBQ3lHPA,10
JfsHx3C2Ear8WKgIXS1jzQ,7
Jfvd4mr8axS3l5i_Segw4g,63
JgBdKjE8cCB4eWRtRDGeVQ,606
Jj4TRoceBE0dNpS1rKHAyg,96
CQ-RlZeg8n8hO4mMlduY_A,21
CQF7yZgEEPb2kIiNOB5gBQ,40
CWtHNlzbfZXqvXBOKHQb6Q,21
CX1snWXzTxsZ0CePnSPXHw,53
CYOTvDskps6pRJmc0lFtkA,35
CYSPKiVdoPX3erovujnE9Q,1073
CYTKbtXZmkjwb4peXJ5SsA,20
CYkrmWef7QQM-l-92DKiSA,43
CYsGYdVtJCYUC-epWHKPRA,9
CZZ0Ltz4FpOl2hSAKYNswQ,19
CcxT3qxaAm9_3-q2h9zt_Q,34
CdiIirSjwWzfX7XsSCk-1g,404
Cdytv_YhJO0W0Ab8t2xLtg,43
Ce5IrWleJrmy-BcYsoDxYw,39
ChbVjsP8S_hPb93Qb2t09A,7
CiAhlboWgdQmlWNig58svg,44
CiDF-bnN18SBrGpMGFybSA,164
Cm8kELxjGucOpNkzMq7UHg,467
CpaCtUbaj4rXglg8604r4Q,221
Ct6pupk8Cy6sI2mrIzF7UA,863
D5H4y7lOR4WKLd5ic3ui0w,22
Cu6tRoryxKNSR5aFv18wzQ,261
D1lOc4bmegUFyp_eAyJPjw,470
D2FM5e2iKK5hBK1UsL4YpA,162
D6_CwyzXFJsBTaKgw8GqYg,114
D76aKaw5u9DGBYwJdu_5ug,41
D7_OQiX2fS1bbXUGavkfJw,26
D7oYy4YuN7Nwqp2dX0Wh_w,22
D7yCsYnGaqUv_4pGSlcYEA,16
D91xlg9PchzEqz0baDKfkw,366
D99kvKSnsCtD07mExtN_Pg,112
DAnLdptD_u-FMPlCCRn6DA,22
DBtNuEt5U_dXoalpU8rbcQ,379
DC4BAXGiXkTBjBXI_5edeg,856
DC5T3tcYfscu46ovomueWg,180
DK98TgLNmIguxMMPGlyb5w,533
DKcFxSfjLvSXRB9rOKE8jw,23
DL5IVX_42Ra6DEq5d7NLrw,522
DQ600J0ghZe62HYpYO4pNg,8
DQDQYVOchhbmIEQ0uOHdRw,247
DQgX6IbCPg3SKdFAgWK1uw,166
DQkXUzZhCT_hhdq4BcTyLw,60
DWQjNK8hXcUJztWoYDPgJA,6
DSrd6GIHPSXXYdLP4tIaAw,35
DTkEBlD5NJc3Y9Mij63-qg,97
DU7ylbnVarO5dENtOPAGkw,181
DUQ1j7zagtoXFhwutDwX9Q,23
DUZu1AT7TjJSxst6ZCoKiQ,94
DWuZw05HAhZFpD4kCAvDew,213
DXDoh8MNrqjtXsZnkuk4hA,3784
DXlrMS_S1Dkb--eozx8K9g,49
DgHvnFUixhsg15WJlkzcBQ,336
DgSt02fjhsdn2v_yFXnEzA,1
DgaaiJq0ji-Wyx7yYLUVwQ,88
DhLIjn4oZHB0qzdlM5baFA,74
DkN2W-p8fc5P-nuHKs6Caw,309
DkVFvHGyNBGuPMzI9Zdt1A,2184
DkX67UQaazLw9Kw62F5Y9Q,25
Dl1alpHSJE4_iB0MGKRLXw,20
DlofnrpDEdzl_n9CUXO_sA,17
DrhKiS1K5n128xWR1fjesw,76
DxzL49yhgQ2CxZvmcXV_YA,226
Dz04pNtFePvYfJhY9VXKdw,160
DypjfwplxJ4i8BxoHwLLmg,555
DzVYXX8mc5x31BbaP8c0_Q,408
E3Qk7xTznkT0SABL2ltpHA,2163
E8fxeLEZ1zEaHFIgEAcilA,4
E48H5Zpw3ndlu7KLHGRyHg,442
E9-k8aOCS2sSh9RYxvWU_A,342
ECOUuwE5H1HHE8xBfNAjFg,2179
ECUu-31E44hl7irKMx79Hg,36
ECtzuDz0dMBQwFzp9EVDLg,153
ED-YlmolJpWMosZMBe2LYg,88
ED1yWQgM6-Mz7QKhDYCXrw,45
EDfkqokyBOmoyUMyD4o1bg,180
EDlpWOTj-lCTuPLwhOsxdg,12
EMqI7BboQiiMKX8KUBNwkg,72
EMti-iNn83SGp3z6LngDWQ,167
EQUrhi8SVNyUwsBQw59UxQ,28
EQr26hrk8cEYsZjaMVU57g,24
EUu9FqaXxIwhRxLgEJ6WiQ,200
EVDF5kZpL2hI9EBW-oe1gw,7
EZtCmVJv_BI5CoyR-TCdVw,3
EZuIzN2oAdZt-dkbdwH0pw,638
E_4ml5x-yncwGYHCpysMAA,27
E_gs5LBMr7SlNDbbq4_05Q,55
Ea2hPSFazxXITET4f6ZJhw,122
Eos-7HI-GOO-nCU7ARbR_A,224
EpREWeEpmR8f1qLHzzF0AA,2918
EufWNpWJP9HnhvijYtnb3w,31
EuzUT3fwPBWAHMXUiX5L8Q,36
EvqjGhu_4hRX_thvGFs-BQ,18
EwKG9dGJnSaLuaYgkPzxtg,4
F0AAzMdhv2RyjwHVned5bQ,387
EzQpL3jNNGlUzeR6n3uevg,737
EzhRlsTdACV60rOgrGYyqA,260
Ezul-y-trSK8EHtcv40itQ,364
F-Jr7-BsXJ4LWWEUkdl0yg,415
F32Z7yfgklHbiumiI-EDZg,54
F3358ikraJtY9hUaYF0obA,44
Gl2wxwEVFEc9Kb9TXIXQ5A,1256
F43ox1eEedpvt6968xp0sA,71
F45HOAgaOIfD4xWxafQbJw,13
F9gyc-k7IPwJ_qkOcwJyIw,127
FAmVbvlu58BbpVuJlAUuVw,220
FB6vAuA67sNYqdG7VS8xPQ,54
FHGI7dx-HAo2OTcy-5Ja6Q,27
FH_LQqNmjiFnvm6vGuXmnQ,19
FHdgpBT2Br7BL-V3gglIkA,108
FHiltqmqYGnE0Y1NM9ZZYA,24
FIQZMB4G1pfqOAByuJ1SYA,76
FJgyRtknHwfQLLMFl5G86A,13
FIozOPRTZFOlel-gvapiXw,207
FKRUocue-_O2ITGumaCKOw,240
FN1sLS5hfMydZX94SYD1QA,63
FNsMxoaTa-HCbAxP0Baj9Q,128
FNlSalsnLdxWZDDcY1Tr3g,95
FOuKoFiRWDqV_asEJfDqDQ,37
FP5JmWFQ97meSS7LCHDfYg,94
FPJmNRNfsHv8H1vIDruV4g,69
FPLmA8p3kcFWpH_MRnpT4g,162
FSb8rGb71GbJt48E-t4w5Q,74
FTFaEinJgzqY0ZHQMUSpQQ,2376
F_24wAKBIVdXEZY5ilNH9w,68
FazSucP2EYf7DxOwyfHLHA,556
Fb-6bh6Kf3kseld8RXBHYg,296
F_vvrI1rYgLdAPys7C0L8w,27
F_wIC6i5y4zdQyp99R7PdQ,218
FgfP6qXJdYWRexe4ciWHgw,110
FiEZbnwXKRfyUi43mEIHRg,57
FiHXbiROQBYzONQY4Tleiw,208
FjP8cDZwc-pUFg1bjWG-xg,15
FnDIgu-rwGr1P8_hFHBocQ,4
FoffUoOd4VFidum1xNgyLg,37
FosfKfWu92EmFMYMzIyz4w,33
FotR6jku5WWtm8THC4T7ig,8
Fqu9rcO01satJfng4ODy_g,153
FsVo3IKsjTC-2vhuSlvz2w,24
FrAR7bM2YP1oUmPFy3CaTw,106
FvE174XakEbHNM1Jk-CAGQ,26
FvvlLwlLrMXx7ScfKdx3MA,39
FwFJcH8ashI_DyP1VTQRlw,11
FwUab2aMIYicTp6v5j8xKg,28
G1EanzvwOGLx_J-IwxnwtQ,9
G4ynZekShA3xZNClOOztzg,8
G6qbByoO3QE-rft_1J94eQ,170
G6woICjwtJIbYHc6xatqfw,261
G7353dWcPSSbbGAAkPt9Tg,89
